TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
br.com.marmitaria.rest.controller.PublicoCotroller,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,287,0.3,2,21,547,299980,1572110473159,0.3829787234042553,1111111111111111100100100000000000000000000010000000000000001111111111110001000000000000000111,0.5454545454545454,011010010000000000011111111111111,0.9375,1111111111111011,9,2,6,2,0.3617021276595745,01000000000000000000000000000111111111011111110,0.125,010010000000000000000000010010000000000000010010,1.0,111111111,0.4444444444444444,110001001,0.5454545454545454,001110010000000000011111111111111
